Presentacion ml,Fecha,Hora,Tiempo 0,Tiempo 1,Tiempo 2,Tiempo 3,Tiempo 4,Temperatura Zona 1,Temperatura Zona 2,Temperatura Zona 3,Temperatura Zona 4,Temperatura Zona 5,Temperatura Zona 6,Temperatura Zona 7,Maquina,Produccion Aceptada,Botella Defectuosa,Produccion Total,Preforma,Turno,Numero de bolsas,Numero de lote,Empleado,Color,Supervisor,Reviso,Observaciones,Goal de piezas,Goal de bolsas,Goal Total
500,12/04/2021,10:00,1.00,1.40,1.70,1.80,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2700.00,361.00,3061.00,20.60,1.00,12.00,B210412-102,"Gerardo, Beti",Cristal,Guiliano,Polo,"La maquina se arranco a las 11 am por falta de preforma, 225 segunda, 9 calentada, 7 precalentada, 120 desperdicio",NONE,NONE,NONE
500,12/04/2021,11:00,1.00,1.40,1.70,1.80,1.80,0.00,359.00,362.00,350.00,0.00,0.00,0.00,1.00,2700.00,361.00,3061.00,20.60,1.00,12.00,B210412-102,"Gerardo, Beti",Cristal,Guiliano,Polo,"La maquina se arranco a las 11 am por falta de preforma, 225 segunda, 9 calentada, 7 precalentada, 120 desperdicio",NONE,NONE,NONE
500,12/04/2021,12:00,1.00,1.40,1.70,1.80,1.80,0.00,357.00,359.00,349.00,0.00,0.00,0.00,1.00,2700.00,361.00,3061.00,20.60,1.00,12.00,B210412-102,"Gerardo, Beti",Cristal,Guiliano,Polo,"La maquina se arranco a las 11 am por falta de preforma, 225 segunda, 9 calentada, 7 precalentada, 120 desperdicio",NONE,NONE,NONE
500,12/04/2021,13:00,1.00,1.40,1.70,1.80,1.80,0.00,355.00,356.00,349.00,0.00,0.00,0.00,1.00,2700.00,361.00,3061.00,20.60,1.00,12.00,B210412-102,"Gerardo, Beti",Cristal,Guiliano,Polo,"La maquina se arranco a las 11 am por falta de preforma, 225 segunda, 9 calentada, 7 precalentada, 120 desperdicio",NONE,NONE,NONE
500,12/04/2021,14:00,1.00,1.40,1.70,1.80,1.80,0.00,354.00,348.00,337.00,0.00,0.00,0.00,1.00,2700.00,361.00,3061.00,20.60,1.00,12.00,B210412-102,"Gerardo, Beti",Cristal,Guiliano,Polo,"La maquina se arranco a las 11 am por falta de preforma, 225 segunda, 9 calentada, 7 precalentada, 120 desperdicio",NONE,NONE,NONE
500,12/04/2021,15:00,1.00,1.40,1.70,1.80,1.80,0.00,350.00,345.00,335.00,0.00,0.00,0.00,1.00,2700.00,361.00,3061.00,20.60,1.00,12.00,B210412-102,"Gerardo, Beti",Cristal,Guiliano,Polo,"La maquina se arranco a las 11 am por falta de preforma, 225 segunda, 9 calentada, 7 precalentada, 120 desperdicio",NONE,NONE,NONE
500,12/04/2021,16:00,1.00,1.40,1.70,1.80,1.80,0.00,350.00,345.00,335.00,0.00,0.00,0.00,1.00,2700.00,361.00,3061.00,20.60,1.00,12.00,B210412-102,"Gerardo, Beti",Cristal,Guiliano,Polo,"La maquina se arranco a las 11 am por falta de preforma, 225 segunda, 9 calentada, 7 precalentada, 120 desperdicio",NONE,NONE,NONE
500,12/04/2021,17:00,1.00,1.40,1.70,1.80,1.80,0.00,350.00,345.00,335.00,0.00,0.00,0.00,1.00,2700.00,361.00,3061.00,20.60,1.00,12.00,B210412-102,"Gerardo, Beti",Cristal,Guiliano,Polo,"La maquina se arranco a las 11 am por falta de preforma, 225 segunda, 9 calentada, 7 precalentada, 120 desperdicio",NONE,NONE,NONE
500,10/04/2021,07:00,1.00,1.30,1.60,1.80,1.80,406.00,384.00,387.00,379.00,0.00,0.00,0.00,2.00,4725.00,120.00,4845.00,20.00,1.00,21.00,B210410-100,Polo,Cristal,Guiliano,Evelyn,"Salsera, 72 segunda, 19 precalentada,16 calentada, 13 desperdicio",NONE,NONE,NONE
500,10/04/2021,08:00,1.00,1.30,1.60,1.80,1.80,406.00,384.00,387.00,374.00,0.00,0.00,0.00,2.00,4725.00,120.00,4845.00,20.00,1.00,21.00,B210410-100,Polo,Cristal,Guiliano,Evelyn,"Salsera, 72 segunda, 19 precalentada,16 calentada, 13 desperdicio",NONE,NONE,NONE
500,10/04/2021,09:00,1.00,1.30,1.60,1.80,1.80,385.00,372.00,380.00,3721.00,0.00,0.00,0.00,2.00,4725.00,120.00,4845.00,20.00,1.00,21.00,B210410-100,Polo,Cristal,Guiliano,Evelyn,"Salsera, 72 segunda, 19 precalentada,16 calentada, 13 desperdicio",NONE,NONE,NONE
500,10/04/2021,10:00,1.00,1.30,1.60,1.80,1.80,385.00,370.00,380.00,372.10,0.00,0.00,0.00,2.00,4725.00,120.00,4845.00,20.00,1.00,21.00,B210410-100,Polo,Cristal,Guiliano,Evelyn,"Salsera, 72 segunda, 19 precalentada,16 calentada, 13 desperdicio",NONE,NONE,NONE
500,10/04/2021,11:00,1.00,1.30,1.60,1.80,1.80,377.00,366.00,380.00,372.10,0.00,0.00,0.00,2.00,4725.00,120.00,4845.00,20.00,1.00,21.00,B210410-100,Polo,Cristal,Guiliano,Evelyn,"Salsera, 72 segunda, 19 precalentada,16 calentada, 13 desperdicio",NONE,NONE,NONE
500,10/04/2021,12:00,1.00,1.30,1.60,1.80,1.80,377.00,366.00,380.00,372.10,0.00,0.00,0.00,2.00,4725.00,120.00,4845.00,20.00,1.00,21.00,B210410-100,Polo,Cristal,Guiliano,Evelyn,"Salsera, 72 segunda, 19 precalentada,16 calentada, 13 desperdicio",NONE,NONE,NONE
500,10/04/2021,13:00,1.00,1.30,1.60,1.80,1.80,377.00,366.00,380.00,372.10,0.00,0.00,0.00,2.00,4725.00,120.00,4845.00,20.00,1.00,21.00,B210410-100,Polo,Cristal,Guiliano,Evelyn,"Salsera, 72 segunda, 19 precalentada,16 calentada, 13 desperdicio",NONE,NONE,NONE
500,10/04/2021,14:00,1.00,1.30,1.60,1.80,1.80,377.00,362.00,379.00,372.10,0.00,0.00,0.00,2.00,4725.00,120.00,4845.00,20.00,1.00,21.00,B210410-100,Polo,Cristal,Guiliano,Evelyn,"Salsera, 72 segunda, 19 precalentada,16 calentada, 13 desperdicio",NONE,NONE,NONE
500,10/04/2021,15:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4725.00,120.00,4845.00,20.00,1.00,21.00,B210410-100,Polo,Cristal,Guiliano,Evelyn,"Salsera, 72 segunda, 19 precalentada,16 calentada, 13 desperdicio",NONE,NONE,NONE
500,10/04/2021,16:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4725.00,120.00,4845.00,20.00,1.00,21.00,B210410-100,Polo,Cristal,Guiliano,Evelyn,"Salsera, 72 segunda, 19 precalentada,16 calentada, 13 desperdicio",NONE,NONE,NONE
500,10/04/2021,17:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4725.00,120.00,4845.00,20.00,1.00,21.00,B210410-100,Polo,Cristal,Guiliano,Evelyn,"Salsera, 72 segunda, 19 precalentada,16 calentada, 13 desperdicio",NONE,NONE,NONE
500,09/04/2021,07:00,10.00,1.30,1.60,1.80,1.80,403.00,381.00,387.00,373.00,0.00,0.00,0.00,2.00,7200.00,148.00,7348.00,20.00,1.00,32.00,B210409-099,Polo,Cristal,Guiliano,Evelyn,"salsera. Segunda 108, Precalentada 28, quemada 12",NONE,NONE,NONE
500,09/04/2021,08:00,10.00,1.30,1.60,1.80,1.80,400.00,381.00,387.00,373.00,0.00,0.00,0.00,2.00,7200.00,148.00,7348.00,20.00,1.00,32.00,B210409-099,Polo,Cristal,Guiliano,Evelyn,"salsera. Segunda 108, Precalentada 28, quemada 12",NONE,NONE,NONE
500,09/04/2021,09:00,10.00,1.30,1.60,1.80,1.80,393.00,379.00,387.00,370.00,0.00,0.00,0.00,2.00,7200.00,148.00,7348.00,20.00,1.00,32.00,B210409-099,Polo,Cristal,Guiliano,Evelyn,"salsera. Segunda 108, Precalentada 28, quemada 12",NONE,NONE,NONE
500,09/04/2021,10:00,10.00,1.30,1.60,1.80,1.80,393.00,379.00,387.00,369.00,0.00,0.00,0.00,2.00,7200.00,148.00,7348.00,20.00,1.00,32.00,B210409-099,Polo,Cristal,Guiliano,Evelyn,"salsera. Segunda 108, Precalentada 28, quemada 12",NONE,NONE,NONE
500,09/04/2021,11:00,10.00,1.30,1.60,1.80,1.80,370.00,371.00,383.00,365.00,0.00,0.00,0.00,2.00,7200.00,148.00,7348.00,20.00,1.00,32.00,B210409-099,Polo,Cristal,Guiliano,Evelyn,"salsera. Segunda 108, Precalentada 28, quemada 12",NONE,NONE,NONE
500,09/04/2021,12:00,1.00,1.30,1.60,1.80,1.80,370.00,371.00,383.00,365.00,0.00,0.00,0.00,2.00,7200.00,148.00,7348.00,20.00,1.00,32.00,B210409-099,Polo,Cristal,Guiliano,Evelyn,"salsera. Segunda 108, Precalentada 28, quemada 12",NONE,NONE,NONE
500,09/04/2021,13:00,1.00,1.30,1.60,1.80,1.80,365.00,369.00,383.00,363.00,0.00,0.00,0.00,2.00,7200.00,148.00,7348.00,20.00,1.00,32.00,B210409-099,Polo,Cristal,Guiliano,Evelyn,"salsera. Segunda 108, Precalentada 28, quemada 12",NONE,NONE,NONE
500,09/04/2021,14:00,1.00,1.30,1.60,1.80,1.80,365.00,369.00,381.00,363.00,0.00,0.00,0.00,2.00,7200.00,148.00,7348.00,20.00,1.00,32.00,B210409-099,Polo,Cristal,Guiliano,Evelyn,"salsera. Segunda 108, Precalentada 28, quemada 12",NONE,NONE,NONE
500,09/04/2021,15:00,1.00,1.30,1.60,1.80,1.80,365.00,369.00,381.00,363.00,0.00,0.00,0.00,2.00,7200.00,148.00,7348.00,20.00,1.00,32.00,B210409-099,Polo,Cristal,Guiliano,Evelyn,"salsera. Segunda 108, Precalentada 28, quemada 12",NONE,NONE,NONE
500,09/04/2021,16:00,1.00,1.30,1.60,1.80,1.80,365.00,369.00,381.00,363.00,0.00,0.00,0.00,2.00,7200.00,148.00,7348.00,20.00,1.00,32.00,B210409-099,Polo,Cristal,Guiliano,Evelyn,"salsera. Segunda 108, Precalentada 28, quemada 12",NONE,NONE,NONE
500,09/04/2021,17:00,1.00,1.30,1.60,1.80,1.80,365.00,369.00,381.00,363.00,0.00,0.00,0.00,2.00,7200.00,148.00,7348.00,20.00,1.00,32.00,B210409-099,Polo,Cristal,Guiliano,Evelyn,"salsera. Segunda 108, Precalentada 28, quemada 12",NONE,NONE,NONE
500,09/04/2021,07:00,1.00,1.40,1.70,1.80,1.80,0.00,360.00,365.00,355.00,0.00,0.00,0.00,1.00,6075.00,665.00,6740.00,20.00,1.00,27.00,B210409-099,"Gerardo, Beti",Cristal,Guiliano,Polo,"Salsera, 450 Segunda, 7 Precalentada, 8 Calentada, 200 desperdicio",NONE,NONE,NONE
500,09/04/2021,08:00,1.00,1.40,1.70,1.80,1.80,0.00,360.00,365.00,355.00,0.00,0.00,0.00,1.00,6075.00,665.00,6740.00,20.00,1.00,27.00,B210409-099,"Gerardo, Beti",Cristal,Guiliano,Polo,"Salsera, 450 Segunda, 7 Precalentada, 8 Calentada, 200 desperdicio",NONE,NONE,NONE
500,09/04/2021,09:00,1.00,1.40,1.70,1.80,1.80,0.00,360.00,365.00,355.00,0.00,0.00,0.00,1.00,6075.00,665.00,6740.00,20.00,1.00,27.00,B210409-099,"Gerardo, Beti",Cristal,Guiliano,Polo,"Salsera, 450 Segunda, 7 Precalentada, 8 Calentada, 200 desperdicio",NONE,NONE,NONE
500,09/04/2021,10:00,1.00,1.40,1.70,1.80,1.80,0.00,358.00,363.00,348.00,0.00,0.00,0.00,1.00,6075.00,665.00,6740.00,20.00,1.00,27.00,B210409-099,"Gerardo, Beti",Cristal,Guiliano,Polo,"Salsera, 450 Segunda, 7 Precalentada, 8 Calentada, 200 desperdicio",NONE,NONE,NONE
500,09/04/2021,11:00,1.00,1.40,1.70,1.80,1.80,0.00,358.00,363.00,348.00,0.00,0.00,0.00,1.00,6075.00,665.00,6740.00,20.00,1.00,27.00,B210409-099,"Gerardo, Beti",Cristal,Guiliano,Polo,"Salsera, 450 Segunda, 7 Precalentada, 8 Calentada, 200 desperdicio",NONE,NONE,NONE
500,09/04/2021,12:00,1.00,1.40,1.70,1.80,1.80,0.00,353.00,361.00,346.00,0.00,0.00,0.00,1.00,6075.00,665.00,6740.00,20.00,1.00,27.00,B210409-099,"Gerardo, Beti",Cristal,Guiliano,Polo,"Salsera, 450 Segunda, 7 Precalentada, 8 Calentada, 200 desperdicio",NONE,NONE,NONE
500,09/04/2021,13:00,1.00,1.40,1.70,1.80,1.80,0.00,353.00,361.00,346.00,0.00,0.00,0.00,1.00,6075.00,665.00,6740.00,20.00,1.00,27.00,B210409-099,"Gerardo, Beti",Cristal,Guiliano,Polo,"Salsera, 450 Segunda, 7 Precalentada, 8 Calentada, 200 desperdicio",NONE,NONE,NONE
500,09/04/2021,14:00,1.00,1.40,1.70,1.80,1.80,0.00,353.00,361.00,344.00,0.00,0.00,0.00,1.00,6075.00,665.00,6740.00,20.00,1.00,27.00,B210409-099,"Gerardo, Beti",Cristal,Guiliano,Polo,"Salsera, 450 Segunda, 7 Precalentada, 8 Calentada, 200 desperdicio",NONE,NONE,NONE
500,09/04/2021,15:00,1.00,1.40,1.70,1.80,1.80,0.00,352.00,352.00,344.00,0.00,0.00,0.00,1.00,6075.00,665.00,6740.00,20.00,1.00,27.00,B210409-099,"Gerardo, Beti",Cristal,Guiliano,Polo,"Salsera, 450 Segunda, 7 Precalentada, 8 Calentada, 200 desperdicio",NONE,NONE,NONE
500,09/04/2021,16:00,1.00,1.40,1.70,1.80,1.80,0.00,333.00,351.00,339.00,0.00,0.00,0.00,1.00,6075.00,665.00,6740.00,20.00,1.00,27.00,B210409-099,"Gerardo, Beti",Cristal,Guiliano,Polo,"Salsera, 450 Segunda, 7 Precalentada, 8 Calentada, 200 desperdicio",NONE,NONE,NONE
500,09/04/2021,17:00,1.00,1.40,1.70,1.80,1.80,0.00,332.00,352.00,343.00,0.00,0.00,0.00,1.00,6075.00,665.00,6740.00,20.00,1.00,27.00,B210409-099,"Gerardo, Beti",Cristal,Guiliano,Polo,"Salsera, 450 Segunda, 7 Precalentada, 8 Calentada, 200 desperdicio",NONE,NONE,NONE
500,08/04/2021,07:00,1.00,1.40,1.60,1.80,1.80,410.00,383.00,373.00,373.00,0.00,0.00,0.00,2.00,5400.00,126.00,5526.00,20.00,1.00,24.00,B210408-088,Polo,Cristal,Guiliano,Uknown,"Salsera, 90 segunda, 30 precalentado, 6 quemadas",NONE,NONE,NONE
500,08/04/2021,08:00,1.00,1.40,1.60,1.80,1.80,405.00,381.00,383.00,373.00,0.00,0.00,0.00,2.00,5400.00,126.00,5526.00,20.00,1.00,24.00,B210408-088,Polo,Cristal,Guiliano,Uknown,"Salsera, 90 segunda, 30 precalentado, 6 quemadas",NONE,NONE,NONE
500,08/04/2021,09:00,1.00,1.40,1.60,1.80,1.80,403.00,381.00,383.00,373.00,0.00,0.00,0.00,2.00,5400.00,126.00,5526.00,20.00,1.00,24.00,B210408-088,Polo,Cristal,Guiliano,Uknown,"Salsera, 90 segunda, 30 precalentado, 6 quemadas",NONE,NONE,NONE
500,08/04/2021,10:00,1.00,1.40,1.60,1.80,1.80,387.00,369.00,377.00,367.00,0.00,0.00,0.00,2.00,5400.00,126.00,5526.00,20.00,1.00,24.00,B210408-088,Polo,Cristal,Guiliano,Uknown,"Salsera, 90 segunda, 30 precalentado, 6 quemadas",NONE,NONE,NONE
500,08/04/2021,11:00,1.00,1.40,1.60,1.80,1.80,387.00,369.00,377.00,367.00,0.00,0.00,0.00,2.00,5400.00,126.00,5526.00,20.00,1.00,24.00,B210408-088,Polo,Cristal,Guiliano,Uknown,"Salsera, 90 segunda, 30 precalentado, 6 quemadas",NONE,NONE,NONE
500,08/04/2021,12:00,1.00,1.40,1.60,1.80,1.80,370.00,359.00,372.00,362.00,0.00,0.00,0.00,2.00,5400.00,126.00,5526.00,20.00,1.00,24.00,B210408-088,Polo,Cristal,Guiliano,Uknown,"Salsera, 90 segunda, 30 precalentado, 6 quemadas",NONE,NONE,NONE
500,08/04/2021,13:00,1.00,1.40,1.60,1.80,1.80,369.00,359.00,372.00,362.00,0.00,0.00,0.00,2.00,5400.00,126.00,5526.00,20.00,1.00,24.00,B210408-088,Polo,Cristal,Guiliano,Uknown,"Salsera, 90 segunda, 30 precalentado, 6 quemadas",NONE,NONE,NONE
500,08/04/2021,14:00,1.00,1.40,1.60,1.80,1.80,369.00,359.00,372.00,362.00,0.00,0.00,0.00,2.00,5400.00,126.00,5526.00,20.00,1.00,24.00,B210408-088,Polo,Cristal,Guiliano,Uknown,"Salsera, 90 segunda, 30 precalentado, 6 quemadas",NONE,NONE,NONE
500,08/04/2021,15:00,1.00,1.40,1.60,1.80,1.80,360.00,363.00,360.00,357.00,0.00,0.00,0.00,2.00,5400.00,126.00,5526.00,20.00,1.00,24.00,B210408-088,Polo,Cristal,Guiliano,Uknown,"Salsera, 90 segunda, 30 precalentado, 6 quemadas",NONE,NONE,NONE
500,08/04/2021,16:00,1.00,1.40,1.60,1.80,1.80,360.00,363.00,360.00,357.00,0.00,0.00,0.00,2.00,5400.00,126.00,5526.00,20.00,1.00,24.00,B210408-088,Polo,Cristal,Guiliano,Uknown,"Salsera, 90 segunda, 30 precalentado, 6 quemadas",NONE,NONE,NONE
500,08/04/2021,17:00,1.00,1.40,1.60,1.80,1.80,360.00,363.00,360.00,357.00,0.00,0.00,0.00,2.00,5400.00,126.00,5526.00,20.00,1.00,24.00,B210408-088,Polo,Cristal,Guiliano,Uknown,"Salsera, 90 segunda, 30 precalentado, 6 quemadas",NONE,NONE,NONE
500,08/04/2021,07:00,1.00,1.40,1.70,1.80,1.80,0.00,369.00,363.00,336.00,0.00,0.00,0.00,1.00,5625.00,398.00,6023.00,20.00,1.00,25.00,B210408-088,Gerardo Beti,Cristal,Guiliano,Polo,"Salsera, 270 Segunda, 30 precalentada, 18 calentada, 80 desperdicio",NONE,NONE,NONE
500,08/04/2021,08:00,1.00,1.40,1.70,1.80,1.80,0.00,370.00,362.00,337.00,0.00,0.00,0.00,1.00,5625.00,398.00,6023.00,20.00,1.00,25.00,B210408-088,Gerardo Beti,Cristal,Guiliano,Polo,"Salsera, 270 Segunda, 30 precalentada, 18 calentada, 80 desperdicio",NONE,NONE,NONE
500,08/04/2021,09:00,1.00,1.40,1.70,1.80,1.80,0.00,370.00,365.00,337.00,0.00,0.00,0.00,1.00,5625.00,398.00,6023.00,20.00,1.00,25.00,B210408-088,Gerardo Beti,Cristal,Guiliano,Polo,"Salsera, 270 Segunda, 30 precalentada, 18 calentada, 80 desperdicio",NONE,NONE,NONE
500,08/04/2021,10:00,1.00,1.40,1.70,1.80,1.80,0.00,370.20,365.00,337.00,0.00,0.00,0.00,1.00,5625.00,398.00,6023.00,20.00,1.00,25.00,B210408-088,Gerardo Beti,Cristal,Guiliano,Polo,"Salsera, 270 Segunda, 30 precalentada, 18 calentada, 80 desperdicio",NONE,NONE,NONE
500,08/04/2021,11:00,1.00,1.40,1.70,1.80,1.80,0.00,368.20,363.00,335.00,0.00,0.00,0.00,1.00,5625.00,398.00,6023.00,20.00,1.00,25.00,B210408-088,Gerardo Beti,Cristal,Guiliano,Polo,"Salsera, 270 Segunda, 30 precalentada, 18 calentada, 80 desperdicio",NONE,NONE,NONE
500,08/04/2021,12:00,1.00,1.40,1.70,1.80,1.80,0.00,350.00,356.00,330.00,0.00,0.00,0.00,1.00,5625.00,398.00,6023.00,20.00,1.00,25.00,B210408-088,Gerardo Beti,Cristal,Guiliano,Polo,"Salsera, 270 Segunda, 30 precalentada, 18 calentada, 80 desperdicio",NONE,NONE,NONE
500,08/04/2021,13:00,1.00,1.40,1.70,1.80,1.80,0.00,350.00,356.00,330.00,0.00,0.00,0.00,1.00,5625.00,398.00,6023.00,20.00,1.00,25.00,B210408-088,Gerardo Beti,Cristal,Guiliano,Polo,"Salsera, 270 Segunda, 30 precalentada, 18 calentada, 80 desperdicio",NONE,NONE,NONE
500,08/04/2021,14:00,1.00,1.40,1.70,1.80,1.80,0.00,350.00,356.00,336.00,0.00,0.00,0.00,1.00,5625.00,398.00,6023.00,20.00,1.00,25.00,B210408-088,Gerardo Beti,Cristal,Guiliano,Polo,"Salsera, 270 Segunda, 30 precalentada, 18 calentada, 80 desperdicio",NONE,NONE,NONE
500,08/04/2021,15:00,1.00,1.40,1.70,1.80,1.80,0.00,350.00,357.00,330.00,0.00,0.00,0.00,1.00,5625.00,398.00,6023.00,20.00,1.00,25.00,B210408-088,Gerardo Beti,Cristal,Guiliano,Polo,"Salsera, 270 Segunda, 30 precalentada, 18 calentada, 80 desperdicio",NONE,NONE,NONE
500,08/04/2021,16:00,1.00,1.40,1.70,1.80,1.80,0.00,350.00,357.00,330.00,0.00,0.00,0.00,1.00,5625.00,398.00,6023.00,20.00,1.00,25.00,B210408-088,Gerardo Beti,Cristal,Guiliano,Polo,"Salsera, 270 Segunda, 30 precalentada, 18 calentada, 80 desperdicio",NONE,NONE,NONE
500,08/04/2021,17:00,1.00,1.40,1.70,1.80,1.80,0.00,350.00,355.00,345.00,0.00,0.00,0.00,1.00,5625.00,398.00,6023.00,20.00,1.00,25.00,B210408-088,Gerardo Beti,Cristal,Guiliano,Polo,"Salsera, 270 Segunda, 30 precalentada, 18 calentada, 80 desperdicio",NONE,NONE,NONE
500,07/04/2021,07:00,1.00,1.30,1.50,1.80,1.80,390.00,383.00,380.00,398.00,0.00,0.00,0.00,2.00,5625.00,90.00,5715.00,20.60,1.00,25.00,B210407-097,Polo,Cristal,Guiliano,Evelyn,"Salsera, 80 segunda, 10 precalentado",NONE,NONE,NONE
500,07/04/2021,08:00,1.00,1.30,1.50,1.80,1.80,390.00,383.00,380.00,398.00,0.00,0.00,0.00,2.00,5625.00,90.00,5715.00,20.60,1.00,25.00,B210407-097,Polo,Cristal,Guiliano,Evelyn,"Salsera, 80 segunda, 10 precalentado",NONE,NONE,NONE
500,07/04/2021,09:00,1.00,1.30,1.50,1.80,1.80,405.00,381.00,383.00,348.00,0.00,0.00,0.00,2.00,5625.00,90.00,5715.00,20.60,1.00,25.00,B210407-097,Polo,Cristal,Guiliano,Evelyn,"Salsera, 80 segunda, 10 precalentado",NONE,NONE,NONE
500,07/04/2021,10:00,1.00,1.30,1.50,1.80,1.80,405.00,381.00,383.00,348.00,0.00,0.00,0.00,2.00,5625.00,90.00,5715.00,20.60,1.00,25.00,B210407-097,Polo,Cristal,Guiliano,Evelyn,"Salsera, 80 segunda, 10 precalentado",NONE,NONE,NONE
500,07/04/2021,11:00,1.00,1.30,1.50,1.80,1.80,400.00,380.00,382.00,340.00,0.00,0.00,0.00,2.00,5625.00,90.00,5715.00,20.60,1.00,25.00,B210407-097,Polo,Cristal,Guiliano,Evelyn,"Salsera, 80 segunda, 10 precalentado",NONE,NONE,NONE
500,07/04/2021,12:00,1.00,1.30,1.50,1.80,1.80,400.00,380.00,380.00,340.00,0.00,0.00,0.00,2.00,5625.00,90.00,5715.00,20.60,1.00,25.00,B210407-097,Polo,Cristal,Guiliano,Evelyn,"Salsera, 80 segunda, 10 precalentado",NONE,NONE,NONE
500,07/04/2021,13:00,1.00,1.30,1.50,1.80,1.80,395.00,370.00,373.00,350.00,0.00,0.00,0.00,2.00,5625.00,90.00,5715.00,20.60,1.00,25.00,B210407-097,Polo,Cristal,Guiliano,Evelyn,"Salsera, 80 segunda, 10 precalentado",NONE,NONE,NONE
500,07/04/2021,14:00,1.00,1.30,1.50,1.80,1.80,373.00,363.00,374.00,373.00,0.00,0.00,0.00,2.00,5625.00,90.00,5715.00,20.60,1.00,25.00,B210407-097,Polo,Cristal,Guiliano,Evelyn,"Salsera, 80 segunda, 10 precalentado",NONE,NONE,NONE
500,07/04/2021,15:00,1.00,1.30,1.50,1.80,1.80,369.00,356.00,374.00,375.00,0.00,0.00,0.00,2.00,5625.00,90.00,5715.00,20.60,1.00,25.00,B210407-097,Polo,Cristal,Guiliano,Evelyn,"Salsera, 80 segunda, 10 precalentado",NONE,NONE,NONE
500,07/04/2021,16:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,5625.00,90.00,5715.00,20.60,1.00,25.00,B210407-097,Polo,Cristal,Guiliano,Evelyn,"Salsera, 80 segunda, 10 precalentado",NONE,NONE,NONE
500,07/04/2021,17:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,5625.00,90.00,5715.00,20.60,1.00,25.00,B210407-097,Polo,Cristal,Guiliano,Evelyn,"Salsera, 80 segunda, 10 precalentado",NONE,NONE,NONE
500,07/04/2021,07:00,1.00,1.40,1.70,1.80,1.80,0.00,367.20,356.00,356.00,0.00,0.00,0.00,1.00,6075.00,343.00,6418.00,20.00,1.00,27.00,B210407-097,Gerardo,Cristal,Guiliano,Polo,"Salsera, 306 segunda, 27 desperdicio, 81 precalentado, 2 calentada",NONE,NONE,NONE
500,07/04/2021,08:00,1.00,1.40,1.70,1.80,1.80,0.00,367.20,356.00,356.00,0.00,0.00,0.00,1.00,6075.00,343.00,6418.00,20.00,1.00,27.00,B210407-097,Gerardo,Cristal,Guiliano,Polo,"Salsera, 306 segunda, 27 desperdicio, 81 precalentado, 2 calentada",NONE,NONE,NONE
500,07/04/2021,09:00,1.00,1.40,1.70,1.80,1.80,0.00,366.00,357.00,334.00,0.00,0.00,0.00,1.00,6075.00,343.00,6418.00,20.00,1.00,27.00,B210407-097,Gerardo,Cristal,Guiliano,Polo,"Salsera, 306 segunda, 27 desperdicio, 81 precalentado, 2 calentada",NONE,NONE,NONE
500,07/04/2021,10:00,1.00,1.40,1.70,1.80,1.80,0.00,366.00,357.00,334.00,0.00,0.00,0.00,1.00,6075.00,343.00,6418.00,20.00,1.00,27.00,B210407-097,Gerardo,Cristal,Guiliano,Polo,"Salsera, 306 segunda, 27 desperdicio, 81 precalentado, 2 calentada",NONE,NONE,NONE
500,07/04/2021,11:00,1.00,1.40,1.70,1.80,1.80,0.00,366.00,357.00,334.00,0.00,0.00,0.00,1.00,6075.00,343.00,6418.00,20.00,1.00,27.00,B210407-097,Gerardo,Cristal,Guiliano,Polo,"Salsera, 306 segunda, 27 desperdicio, 81 precalentado, 2 calentada",NONE,NONE,NONE
500,07/04/2021,12:00,1.00,1.40,1.70,1.80,1.80,0.00,366.00,357.00,334.00,0.00,0.00,0.00,1.00,6075.00,343.00,6418.00,20.00,1.00,27.00,B210407-097,Gerardo,Cristal,Guiliano,Polo,"Salsera, 306 segunda, 27 desperdicio, 81 precalentado, 2 calentada",NONE,NONE,NONE
500,07/04/2021,13:00,1.00,1.40,1.70,1.80,1.80,0.00,366.00,357.00,334.00,0.00,0.00,0.00,1.00,6075.00,343.00,6418.00,20.00,1.00,27.00,B210407-097,Gerardo,Cristal,Guiliano,Polo,"Salsera, 306 segunda, 27 desperdicio, 81 precalentado, 2 calentada",NONE,NONE,NONE
500,07/04/2021,14:00,1.00,1.40,1.70,1.80,1.80,0.00,366.00,357.00,334.00,0.00,0.00,0.00,1.00,6075.00,343.00,6418.00,20.00,1.00,27.00,B210407-097,Gerardo,Cristal,Guiliano,Polo,"Salsera, 306 segunda, 27 desperdicio, 81 precalentado, 2 calentada",NONE,NONE,NONE
